var1,var2,var3,var4,var5,prob_label
D,D,E,B,D,0.3
C,C,C,A,C,1
B,C,C,A,E,0.3
A,C,C,D,E,0.3
B,A,A,E,E,0.09
C,D,B,A,A,1
A,E,E,E,D,0.027
B,D,E,A,B,0.3
C,D,D,A,D,1
B,A,C,B,B,1
C,A,B,D,A,1
D,B,D,B,E,0.3
B,C,E,A,E,0.09
A,C,B,A,B,1
B,E,D,A,B,0.3
E,B,E,D,C,0.09
A,A,E,A,C,0.3
D,A,A,E,B,0.3
C,B,E,E,A,0.09
A,A,B,C,A,1
A,B,C,B,B,1
A,B,C,D,C,1
D,E,C,E,A,0.09
D,A,D,B,C,1
C,D,E,D,C,0.3
B,A,D,E,D,0.3
B,D,B,E,B,0.3
E,E,D,D,C,0.09
B,A,A,D,D,1
A,B,E,B,E,0.09
C,D,A,D,A,1
A,A,C,E,A,0.3
B,D,D,C,B,1
C,E,E,C,B,0.09
D,A,D,A,A,1
D,C,C,D,B,1
D,C,E,D,D,0.3
C,A,D,D,B,1
A,A,E,C,D,0.3
A,C,C,A,C,1
D,B,B,B,A,1
A,B,A,B,E,0.3
C,A,E,E,C,0.09
A,C,B,E,D,0.3
A,C,C,A,D,1
D,E,E,E,A,0.027
E,B,D,D,A,0.3
D,E,E,B,E,0.027
E,C,E,D,D,0.09
C,A,D,D,D,1
B,E,E,B,B,0.09
A,C,C,C,D,1
E,E,D,E,A,0.027
A,B,D,A,D,1
A,B,C,D,D,1
E,E,D,B,A,0.09
A,D,C,B,A,1
E,E,D,A,C,0.09
E,E,A,D,E,0.027
B,E,A,B,E,0.09
A,D,D,C,E,0.3
C,D,D,B,D,1
E,C,A,D,B,0.3
E,C,E,D,E,0.027
C,D,C,A,B,1
E,D,B,A,E,0.09
A,C,C,C,C,1
C,E,D,E,A,0.09
B,D,E,C,A,0.3
A,B,D,E,C,0.3
D,A,B,B,C,1
E,E,A,B,A,0.09
E,E,C,C,B,0.09
B,A,C,B,E,0.3
C,A,E,B,D,0.3
D,D,C,B,A,1
A,E,B,C,B,0.3
D,B,B,A,D,1
B,A,E,E,B,0.09
B,B,D,D,A,1
C,C,C,D,D,1
D,A,E,A,A,0.3
C,E,B,E,B,0.09
C,B,B,B,E,0.3
E,C,A,A,A,0.3
B,C,E,A,B,0.3
E,D,B,C,D,0.3
A,A,C,C,C,1
B,A,C,E,D,0.3
A,E,D,A,C,0.3
B,B,E,D,B,0.3
D,D,C,C,A,1
D,E,D,E,C,0.09
E,E,C,B,B,0.09
B,E,D,D,C,0.3
B,E,A,C,B,0.3
B,B,D,C,C,1
E,A,B,D,C,0.3
A,D,C,D,B,1
B,A,D,C,B,1
E,A,E,E,B,0.027
B,C,B,E,D,0.3
C,D,C,E,D,0.3
E,D,A,A,B,0.3
D,D,E,A,E,0.09
D,A,B,B,D,1
A,E,C,A,C,0.3
B,B,E,C,C,0.3
D,B,B,D,B,1
E,A,C,E,C,0.09
D,E,C,E,E,0.027
C,E,A,B,A,0.3
B,A,D,A,C,1
E,B,D,A,E,0.09
E,E,D,B,C,0.09
E,E,D,B,D,0.09
B,B,D,E,A,0.3
D,E,C,B,C,0.3
A,B,B,A,B,1
C,E,D,B,A,0.3
A,E,A,B,C,0.3
A,D,A,E,B,0.3
D,E,E,D,D,0.09
E,D,C,E,C,0.09
D,A,B,E,D,0.3
A,A,B,D,B,1
E,A,B,C,B,0.3
E,B,D,B,E,0.09
D,D,E,A,D,0.3
B,B,D,E,A,0.3
E,C,B,D,B,0.3
E,A,E,B,D,0.09
E,A,E,C,A,0.09
D,C,B,C,C,1
C,E,A,D,E,0.09
D,A,C,A,B,1
A,A,C,B,D,1
A,D,D,D,E,0.3
B,D,E,A,C,0.3
B,B,B,D,E,0.3
C,C,D,D,A,1
E,B,C,A,B,0.3
C,C,B,E,E,0.09
B,E,C,B,A,0.3
B,C,C,E,E,0.09
C,D,E,C,E,0.09
B,D,C,C,B,1
E,C,D,C,B,0.3
B,E,A,C,E,0.09
C,D,A,A,A,1
D,E,B,B,B,0.3
E,A,E,C,E,0.027
A,A,C,B,C,1
E,D,E,C,D,0.09
E,D,D,E,A,0.09
A,D,E,E,B,0.09
B,B,D,B,D,1
E,C,D,A,E,0.09
A,D,E,A,B,0.3
D,E,E,C,A,0.09
E,B,D,A,A,0.3
A,E,E,E,B,0.027
A,A,D,E,A,0.3
D,A,D,E,D,0.3
A,E,A,D,A,0.3
E,B,C,D,D,0.3
A,D,D,E,E,0.09
D,A,A,C,C,1
B,E,A,B,D,0.3
D,B,E,A,A,0.3
D,C,C,D,A,1
C,B,B,D,C,1
C,D,C,C,E,0.3
B,D,E,C,A,0.3
B,C,B,E,E,0.09
D,B,E,D,E,0.09
E,D,D,B,B,0.3
A,B,D,D,A,1
B,D,B,D,B,1
E,B,E,A,B,0.09
B,C,A,C,C,1
D,B,D,A,B,1
A,D,C,D,B,1
B,B,A,D,E,0.3
B,B,A,E,E,0.09
D,D,B,B,E,0.3
E,E,B,E,C,0.027
B,D,B,A,E,0.3
C,A,A,A,D,1
E,B,D,D,D,0.3
C,C,D,B,E,0.3
C,C,E,E,C,0.09
D,D,A,C,E,0.3
B,A,D,E,B,0.3
A,E,E,D,B,0.09
A,D,C,E,B,0.3
A,B,A,A,D,1
D,D,A,A,E,0.3
C,B,A,A,E,0.3
B,C,D,C,B,1
C,A,A,C,B,1
C,B,A,B,C,1
B,C,D,E,A,0.3
D,B,D,C,C,1
C,A,D,C,B,1
E,B,D,A,D,0.3
E,D,C,C,C,0.3
B,C,C,E,C,0.3
A,C,C,D,C,1
D,C,C,E,E,0.09
B,C,E,C,A,0.3
E,E,E,E,B,0.0081
C,E,B,A,C,0.3
A,A,C,C,E,0.3
E,C,D,A,C,0.3
E,B,C,A,C,0.3
D,A,A,E,E,0.09
B,D,B,D,C,1
E,D,B,C,C,0.3
D,E,A,B,E,0.09
D,A,E,D,A,0.3
A,C,E,B,D,0.3
A,A,E,C,A,0.3
D,D,C,B,A,1
B,D,B,A,D,1
D,C,D,B,C,1
C,E,E,C,B,0.09
D,D,A,E,B,0.3
A,B,D,D,B,1
D,A,B,A,D,1
E,D,A,B,D,0.3
B,E,D,C,B,0.3
B,C,A,A,C,1
D,B,B,C,C,1
C,E,D,D,C,0.3
A,E,E,A,D,0.09
A,D,A,B,E,0.3
E,C,D,E,C,0.09
D,C,D,D,D,1
E,A,A,B,B,0.3
D,A,E,B,C,0.3
C,A,A,A,C,1
C,B,C,D,E,0.3
B,D,D,C,C,1
D,A,C,D,D,1
E,B,C,A,C,0.3
A,A,B,D,C,1
E,A,E,E,C,0.027
A,D,A,B,B,1
C,B,B,A,B,1
D,A,A,B,C,1
D,A,E,D,D,0.3
C,A,E,A,C,0.3
C,B,E,D,D,0.3
D,C,E,A,B,0.3
D,D,E,E,C,0.09
D,D,A,B,E,0.3
A,C,D,D,D,1
E,E,E,D,D,0.027
B,D,D,B,A,1
B,B,D,E,B,0.3
D,E,A,E,B,0.09
B,E,B,A,B,0.3
D,D,C,A,B,1
C,B,D,D,E,0.3
D,C,D,C,A,1
D,D,B,A,B,1
E,B,A,E,D,0.09
E,A,B,D,B,0.3
B,B,A,A,C,1
B,E,A,D,C,0.3
D,A,A,B,C,1
B,B,B,C,A,1
D,C,E,A,C,0.3
E,C,E,D,E,0.027
E,E,E,D,E,0.0081
E,B,D,B,C,0.3
B,B,D,E,A,0.3
E,D,E,E,E,0.0081
A,B,C,C,E,0.3
D,B,E,D,E,0.09
E,B,A,D,C,0.3
C,C,C,D,A,1
B,D,D,A,B,1
C,B,E,D,D,0.3
D,D,B,B,B,1
A,A,C,B,E,0.3
E,D,E,A,E,0.027
A,C,D,C,A,1
E,E,A,A,A,0.09
C,E,E,E,A,0.027
C,A,D,B,C,1
B,C,C,C,A,1
A,B,B,C,B,1
C,B,A,C,C,1
D,A,E,E,B,0.09
E,B,D,C,C,0.3
D,A,A,D,D,1
B,E,B,A,D,0.3
A,B,C,A,C,1
B,B,B,B,E,0.3
E,D,D,D,E,0.09
D,A,C,C,C,1
C,D,C,D,D,1
C,E,A,D,E,0.09
C,B,C,D,E,0.3
B,D,A,B,A,1
C,E,D,E,B,0.09
D,B,A,A,D,1
E,C,B,A,E,0.09
B,A,A,B,A,1
E,A,A,B,E,0.09
E,B,C,D,E,0.09
E,D,E,A,E,0.027
A,C,C,D,D,1
E,C,C,E,D,0.09
E,B,E,A,D,0.09
C,B,A,B,B,1
D,D,A,C,B,1
C,E,E,E,A,0.027
D,A,B,D,D,1
B,C,E,A,C,0.3
D,A,E,C,C,0.3
C,E,B,A,E,0.09
D,D,A,E,C,0.3
D,D,D,C,C,1
E,E,D,A,D,0.09
A,A,A,A,E,0.3
B,B,D,C,D,1
C,B,E,C,C,0.3
C,E,D,C,A,0.3
E,A,C,A,A,0.3
B,C,B,C,B,1
B,E,B,D,B,0.3
C,A,E,B,E,0.09
C,D,E,D,C,0.3
C,D,A,C,D,1
A,A,C,C,D,1
A,B,D,D,C,1
B,E,C,E,B,0.09
D,C,B,E,E,0.09
E,A,D,C,C,0.3
A,A,A,E,B,0.3
C,A,E,C,B,0.3
B,E,D,C,A,0.3
C,A,D,A,D,1
E,A,C,E,D,0.09
E,D,E,E,B,0.027
B,A,E,B,E,0.09
B,B,E,D,A,0.3
E,C,B,E,D,0.09
B,B,E,B,B,0.3
B,D,B,E,E,0.09
B,A,E,B,E,0.09
A,B,A,C,C,1
E,E,A,D,B,0.09
E,E,B,C,C,0.09
C,B,D,E,B,0.3
C,E,E,C,A,0.09
C,A,A,B,B,1
B,A,E,B,A,0.3
B,A,B,A,A,1
D,B,B,E,B,0.3
A,C,A,E,D,0.3
D,D,E,C,D,0.3
A,C,B,A,C,1
C,B,B,B,D,1
D,C,C,C,B,1
D,D,C,D,B,1
E,A,E,A,D,0.09
B,D,D,A,E,0.3
E,E,B,E,C,0.027
C,C,E,E,B,0.09
C,C,E,D,B,0.3
A,D,E,C,C,0.3
D,A,C,A,E,0.3
E,C,D,A,A,0.3
C,B,C,C,A,1
A,D,E,B,E,0.09
C,E,C,B,D,0.3
B,E,A,A,B,0.3
D,A,D,B,B,1
B,D,E,B,A,0.3
C,D,B,D,D,1
A,C,A,B,C,1
A,E,A,C,E,0.09
D,A,E,D,C,0.3
A,C,B,B,E,0.3
B,A,D,B,E,0.3
C,C,C,D,E,0.3
B,C,B,E,B,0.3
B,D,C,E,C,0.3
D,A,C,E,A,0.3
A,B,B,C,E,0.3
B,A,C,B,E,0.3
E,E,A,B,A,0.09
D,A,A,C,B,1
C,B,E,B,D,0.3
B,E,C,C,A,0.3
E,D,D,D,B,0.3
E,B,B,E,D,0.09
D,E,B,B,E,0.09
C,C,D,B,E,0.3
B,A,B,A,D,1
A,E,D,E,D,0.09
A,E,D,B,B,0.3
E,D,C,E,B,0.09
B,C,C,A,A,1
A,B,B,B,B,1
B,D,D,A,A,1
B,A,E,D,B,0.3
C,B,B,C,C,1
E,C,A,D,D,0.3
B,C,D,C,E,0.3
A,E,E,B,D,0.09
C,C,C,B,D,1
E,D,A,C,E,0.09
D,B,B,B,B,1
B,E,B,C,E,0.09
E,A,B,A,C,0.3
A,C,D,C,D,1
C,E,B,E,E,0.027
D,D,E,C,B,0.3
E,A,A,E,B,0.09
E,C,A,C,A,0.3
B,B,A,E,C,0.3
E,B,D,D,E,0.09
E,A,B,D,E,0.09
E,B,B,B,C,0.3
A,E,A,E,B,0.09
C,D,C,A,A,1
A,B,E,E,D,0.09
A,C,B,E,C,0.3
C,D,B,A,E,0.3
C,C,D,A,B,1
C,E,C,E,B,0.09
A,E,B,A,A,0.3
B,C,A,E,C,0.3
A,E,C,D,A,0.3
A,D,C,A,E,0.3
D,D,D,E,A,0.3
D,D,D,A,C,1
C,B,E,B,E,0.09
E,D,D,B,D,0.3
D,B,D,C,E,0.3
C,B,D,A,A,1
B,D,C,A,B,1
B,C,D,B,E,0.3
C,E,A,E,B,0.09
B,C,E,E,A,0.09
A,B,C,C,C,1
B,C,C,E,E,0.09
C,E,B,D,A,0.3
A,D,A,E,A,0.3
E,B,E,E,D,0.027
B,E,C,D,B,0.3
B,B,B,D,D,1
B,D,A,E,E,0.09
A,C,E,E,E,0.027
E,C,D,D,B,0.3
C,D,A,B,B,1
E,C,B,B,D,0.3
E,E,D,C,A,0.09
A,B,E,B,A,0.3
B,D,C,E,B,0.3
B,C,E,E,D,0.09
B,D,E,A,B,0.3
C,E,C,B,B,0.3
C,A,D,B,C,1
C,A,B,B,C,1
A,D,B,C,C,1
E,D,E,C,A,0.09
E,D,B,C,D,0.3
C,E,E,E,E,0.0081
B,B,E,A,A,0.3
A,D,E,E,D,0.09
D,D,D,D,C,1
C,E,E,B,B,0.09
A,B,A,C,B,1
B,C,D,E,B,0.3
D,A,B,D,E,0.3
D,B,C,A,E,0.3
A,C,E,A,C,0.3
D,B,A,B,E,0.3
B,B,A,C,B,1
C,C,A,A,D,1
D,E,B,A,E,0.09
D,A,E,E,A,0.09
D,D,C,A,E,0.3
A,B,A,E,E,0.09
A,A,A,C,E,0.3
A,D,E,A,C,0.3
C,C,A,A,E,0.3
B,E,D,A,C,0.3
D,E,C,E,D,0.09
C,C,D,B,B,1
C,D,C,A,B,1
B,D,B,E,B,0.3
C,C,B,A,A,1
E,E,D,A,E,0.027
E,D,C,D,D,0.3
E,D,A,E,E,0.027
E,A,D,B,A,0.3
C,A,A,C,C,1
B,D,D,D,A,1
E,C,A,A,B,0.3
D,D,A,D,A,1
A,E,A,D,C,0.3
A,B,D,C,B,1
E,A,C,C,A,0.3
B,E,A,D,C,0.3
A,B,D,B,C,1
C,C,B,D,A,1
E,B,B,A,D,0.3
C,B,A,E,E,0.09
A,E,E,E,B,0.027
C,E,E,A,A,0.09
C,A,C,D,C,1
E,B,B,D,D,0.3
A,E,E,B,E,0.027
C,D,A,D,B,1
D,D,E,A,D,0.3
A,A,D,D,A,1
C,B,A,C,B,1
B,D,E,D,E,0.09
C,E,D,D,A,0.3
E,C,D,D,A,0.3
B,A,C,B,C,1
D,C,D,D,A,1
C,A,E,B,B,0.3
B,D,A,C,B,1
A,C,B,B,D,1
E,E,E,A,C,0.027
A,A,D,E,E,0.09
E,B,B,A,E,0.09
C,D,E,D,D,0.3
E,E,A,E,E,0.0081
D,C,C,C,D,1
C,E,B,E,B,0.09
D,D,A,E,D,0.3
C,E,D,A,C,0.3
E,C,B,A,E,0.09
B,D,D,E,A,0.3
E,A,D,D,B,0.3
A,E,C,B,B,0.3
D,A,B,A,E,0.3
D,E,A,B,C,0.3
D,B,E,C,B,0.3
E,E,C,D,B,0.09
E,A,C,C,B,0.3
B,C,B,A,D,1
D,A,D,B,B,1
B,E,D,D,C,0.3
B,D,E,A,B,0.3
E,D,B,D,C,0.3
C,B,B,C,D,1
D,A,C,C,C,1
C,C,A,E,D,0.3
B,E,D,E,E,0.027
A,A,B,A,A,1
E,E,E,A,C,0.027
A,E,D,D,D,0.3
B,C,E,B,A,0.3
C,B,C,C,B,1
E,D,C,B,B,0.3
B,D,C,A,A,1
C,B,B,D,C,1
B,B,A,B,D,1
D,B,B,D,A,1
A,C,D,D,A,1
B,C,B,B,E,0.3
C,E,C,E,E,0.027
C,C,A,C,D,1
E,C,B,D,B,0.3
B,E,D,A,A,0.3
C,A,A,B,C,1
C,E,D,D,C,0.3
A,A,B,C,C,1
D,C,A,C,B,1
E,A,D,E,E,0.027
C,C,E,A,C,0.3
B,A,D,C,C,1
D,E,E,B,D,0.09
D,C,D,D,C,1
A,A,B,D,C,1
B,D,D,C,D,1
C,C,D,B,C,1
E,E,E,D,D,0.027
A,D,A,E,C,0.3
D,A,B,D,A,1
D,D,C,D,D,1
E,E,D,E,C,0.027
A,C,C,C,C,1
C,E,B,B,B,0.3
D,E,B,C,B,0.3
B,C,E,A,D,0.3
E,B,C,E,D,0.09
C,E,A,C,D,0.3
E,C,B,D,B,0.3
D,A,A,A,E,0.3
B,E,A,B,C,0.3
A,E,E,C,A,0.09
E,A,B,A,C,0.3
E,A,C,E,D,0.09
A,B,B,D,E,0.3
D,A,B,A,D,1
E,D,D,E,B,0.09
A,C,C,C,D,1
C,C,E,C,A,0.3
D,B,C,E,B,0.3
C,B,D,C,B,1
C,D,A,C,D,1
D,A,E,C,B,0.3
E,B,D,B,E,0.09
C,B,D,C,A,1
B,C,D,E,A,0.3
C,E,B,E,E,0.027
A,E,C,B,E,0.09
E,C,A,B,E,0.09
D,B,B,B,A,1
C,E,D,E,B,0.09
D,A,D,E,B,0.3
D,A,E,C,C,0.3
D,B,B,C,E,0.3
D,E,A,D,B,0.3
D,D,A,B,D,1
B,E,B,C,D,0.3
B,C,E,C,C,0.3
E,D,D,E,A,0.09
A,C,D,A,C,1
C,A,C,D,D,1
E,E,D,C,D,0.09
A,D,D,B,C,1
C,D,B,A,E,0.3
C,C,A,E,C,0.3
C,D,C,E,A,0.3
B,A,D,A,B,1
C,B,C,D,B,1
A,D,D,E,E,0.09
C,A,E,E,C,0.09
A,B,B,A,D,1
A,E,B,A,B,0.3
D,C,B,B,C,1
D,E,D,B,C,0.3
A,C,C,A,A,1
B,B,D,D,D,1
C,A,C,E,D,0.3
E,A,D,D,B,0.3
B,B,C,E,B,0.3
E,D,E,C,C,0.09
E,A,E,A,B,0.09
C,D,C,C,D,1
D,E,B,B,A,0.3
C,A,D,A,C,1
E,A,C,D,B,0.3
B,C,E,D,D,0.3
A,C,A,B,D,1
D,C,E,B,A,0.3
D,C,D,E,E,0.09
E,D,A,B,D,0.3
B,E,B,B,C,0.3
A,D,E,D,B,0.3
A,D,A,A,B,1
E,E,D,E,D,0.027
C,C,D,B,D,1
C,E,C,B,D,0.3
D,B,A,C,D,1
A,D,D,D,A,1
B,E,E,E,D,0.027
D,E,D,E,A,0.09
B,D,B,E,B,0.3
B,C,C,B,B,1
D,B,E,D,A,0.3
A,B,D,E,E,0.09
C,E,B,C,E,0.09
A,D,D,D,D,1
E,D,C,B,E,0.09
A,D,C,C,B,1
B,B,B,D,E,0.3
A,D,B,D,D,1
E,C,D,C,A,0.3
B,A,D,B,C,1
C,A,C,E,D,0.3
B,D,C,B,E,0.3
C,A,D,B,D,1
C,E,A,B,B,0.3
D,B,E,D,E,0.09
B,B,C,B,E,0.3
A,C,A,A,D,1
D,D,C,B,D,1
A,E,B,D,D,0.3
D,D,C,B,C,1
C,C,E,E,E,0.027
A,B,B,C,E,0.3
A,E,B,A,C,0.3
E,A,A,E,D,0.09
E,E,C,B,B,0.09
E,E,A,B,C,0.09
D,E,B,A,B,0.3
E,B,D,C,E,0.09
E,C,C,E,D,0.09
E,D,B,B,B,0.3
B,B,B,A,D,1
B,A,A,B,A,1
E,C,D,C,A,0.3
D,D,D,D,E,0.3
D,B,D,B,E,0.3
E,A,B,E,A,0.09
B,C,B,E,C,0.3
C,A,B,B,D,1
C,E,E,B,A,0.09
A,A,C,D,E,0.3
C,A,D,B,D,1
B,E,D,A,A,0.3
B,A,D,D,B,1
E,D,B,A,C,0.3
E,E,A,A,B,0.09
C,A,C,D,C,1
B,D,C,A,D,1
E,E,E,C,B,0.027
D,A,C,D,B,1
B,C,D,B,D,1
B,C,E,D,A,0.3
A,E,B,D,A,0.3
B,A,E,C,B,0.3
E,D,C,B,C,0.3
E,C,E,B,A,0.09
A,D,A,D,E,0.3
A,D,C,A,C,1
A,E,A,A,C,0.3
E,E,D,B,D,0.09
E,B,B,B,E,0.09
A,E,B,E,C,0.09
A,A,E,C,B,0.3
C,B,C,B,D,1
B,D,E,E,B,0.09
B,A,D,D,A,1
E,D,D,B,D,0.3
C,D,B,D,C,1
C,D,E,D,B,0.3
E,E,B,D,C,0.09
A,A,B,E,D,0.3
A,E,A,A,B,0.3
D,C,E,A,D,0.3
C,D,E,C,B,0.3
D,A,C,A,C,1
E,B,C,C,E,0.09
C,B,C,D,B,1
A,E,E,E,C,0.027
B,C,D,A,E,0.3
E,D,B,C,E,0.09
B,E,B,B,B,0.3
B,D,E,C,E,0.09
B,A,A,B,A,1
A,E,E,B,E,0.027
B,C,E,C,B,0.3
C,E,B,D,B,0.3
D,D,C,D,C,1
B,C,C,C,A,1
B,E,C,A,A,0.3
E,B,B,C,B,0.3
D,D,D,B,C,1
A,C,C,A,D,1
D,B,D,D,C,1
E,B,A,D,B,0.3
B,D,C,C,C,1
B,C,B,D,B,1
E,C,D,A,C,0.3
A,C,B,A,E,0.3
E,D,E,D,B,0.09
B,C,C,A,C,1
D,E,D,A,E,0.09
C,D,B,D,C,1
B,D,B,C,D,1
D,C,A,B,A,1
B,E,B,D,C,0.3
B,D,D,E,A,0.3
D,D,D,D,B,1
B,E,B,E,E,0.027
E,C,C,E,A,0.09
B,C,B,B,A,1
C,D,B,A,A,1
A,B,E,D,E,0.09
B,A,B,E,E,0.09
C,B,B,B,A,1
E,D,C,C,D,0.3
B,B,E,B,E,0.09
B,D,E,A,E,0.09
C,E,C,D,E,0.09
B,E,B,C,E,0.09
B,B,D,D,D,1
E,B,D,E,B,0.09
B,E,E,A,A,0.09
A,A,D,D,B,1
E,D,D,D,B,0.3
B,A,B,C,B,1
E,C,B,D,D,0.3
B,C,C,C,B,1
D,E,B,E,B,0.09
B,D,A,A,C,1
C,B,D,E,C,0.3
C,C,B,D,A,1
E,D,C,D,D,0.3
E,E,D,D,B,0.09
E,D,C,A,D,0.3
A,C,A,D,C,1
B,C,B,B,D,1
A,D,E,B,B,0.3
B,B,B,C,D,1
C,C,B,D,D,1
E,A,A,E,A,0.09
B,D,D,D,B,1
B,D,E,E,A,0.09
D,E,A,A,E,0.09
C,D,E,E,B,0.09
D,D,B,A,E,0.3
B,A,C,C,A,1
E,A,B,B,E,0.09
E,E,D,B,D,0.09
C,E,E,C,D,0.09
E,B,D,C,C,0.3
C,C,C,E,D,0.3
B,A,A,A,D,1
D,D,A,B,A,1
E,B,E,A,E,0.027
A,B,D,A,A,1
D,E,B,A,B,0.3
D,E,B,C,A,0.3
A,E,B,A,E,0.09
A,D,C,A,C,1
A,B,C,E,C,0.3
A,C,B,C,C,1
D,C,D,B,E,0.3
E,B,E,E,E,0.0081
A,C,D,D,E,0.3
A,A,D,E,B,0.3
D,B,C,E,C,0.3
A,E,C,E,E,0.027
D,E,E,E,A,0.027
D,D,E,D,D,0.3
D,D,C,A,C,1
B,C,C,B,E,0.3
D,D,B,A,A,1
B,C,A,C,E,0.3
B,A,B,C,E,0.3
D,B,C,C,D,1
A,D,A,A,A,1
B,D,D,C,E,0.3
D,B,A,C,E,0.3
A,E,D,A,A,0.3
C,A,C,C,D,1
C,D,A,E,C,0.3
B,B,B,B,E,0.3
C,E,D,A,E,0.09
C,C,B,B,C,1
C,E,A,D,E,0.09
B,D,E,C,E,0.09
B,E,C,C,A,0.3
C,A,C,D,D,1
C,D,E,C,E,0.09
C,D,D,D,B,1
D,D,E,D,A,0.3
A,C,A,E,A,0.3
B,C,A,D,D,1
C,E,B,E,B,0.09
D,D,C,E,E,0.09
C,E,B,A,E,0.09
A,B,C,D,E,0.3
C,B,B,A,E,0.3
D,A,E,C,E,0.09
E,E,E,D,D,0.027
A,D,E,C,D,0.3
B,B,B,B,C,1
C,D,B,B,B,1
C,A,E,B,B,0.3
E,D,A,A,B,0.3
D,B,E,A,D,0.3
D,A,A,D,B,1
C,C,A,A,D,1
E,A,C,D,D,0.3
A,E,C,E,B,0.09
B,A,C,E,B,0.3
D,D,E,C,D,0.3
A,B,C,A,A,1
B,C,C,D,E,0.3
E,C,E,D,D,0.09
B,B,A,E,C,0.3
E,E,D,E,C,0.027
A,E,A,D,A,0.3
B,B,B,E,C,0.3
A,E,A,D,E,0.09
A,A,A,B,A,1
A,A,E,B,A,0.3
B,A,A,A,D,1
C,D,A,E,E,0.09
D,A,B,B,C,1
B,A,C,A,A,1
E,E,C,C,B,0.09
E,E,E,E,D,0.0081
C,D,C,D,E,0.3
D,C,D,A,A,1
C,D,E,C,E,0.09
C,D,A,C,E,0.3
C,C,B,D,B,1
B,E,C,D,D,0.3
A,D,D,B,E,0.3
E,E,A,D,D,0.09
B,C,A,C,D,1
D,D,B,E,C,0.3
E,C,A,A,E,0.09
B,B,C,A,A,1
B,D,D,E,D,0.3
A,A,D,C,E,0.3
B,D,A,C,E,0.3
B,E,B,C,A,0.3
C,A,A,B,C,1
B,C,D,E,E,0.09
C,C,A,A,A,1
D,E,E,D,C,0.09
B,E,A,C,B,0.3
B,B,A,E,A,0.3
D,C,B,E,D,0.3
C,B,D,A,E,0.3
C,E,D,A,C,0.3
B,C,D,A,D,1
E,E,C,B,C,0.09
C,B,A,A,D,1
D,B,E,C,C,0.3
E,B,C,D,C,0.3
E,A,E,D,D,0.09
D,A,A,B,D,1
B,A,C,B,E,0.3
E,C,C,A,D,0.3
A,E,B,C,C,0.3
D,D,C,E,C,0.3
E,B,D,C,D,0.3
E,C,B,E,A,0.09
D,D,C,A,B,1
E,A,E,B,C,0.09
A,D,A,D,B,1
A,B,E,C,D,0.3
E,D,E,D,D,0.09
C,A,B,B,C,1
E,E,E,A,C,0.027
B,C,E,C,B,0.3
C,B,C,B,B,1
A,A,A,C,B,1
B,E,B,A,D,0.3
D,B,C,A,B,1
B,D,E,C,E,0.09
A,B,B,C,E,0.3
B,C,E,A,D,0.3
B,D,D,A,B,1
A,E,D,A,C,0.3
B,C,C,D,A,1
D,C,B,D,C,1
E,C,D,E,B,0.09
C,E,B,B,D,0.3
A,A,D,B,A,1
E,E,C,B,A,0.09
B,A,B,D,B,1
C,A,D,C,B,1
D,B,A,B,E,0.3
D,D,B,B,E,0.3
E,E,B,A,D,0.09
E,C,B,E,A,0.09
B,C,C,E,A,0.3
A,C,C,C,D,1
B,C,B,D,C,1
E,B,D,E,D,0.09
C,C,C,A,E,0.3
C,E,B,D,E,0.09
D,D,C,C,A,1
E,C,E,D,A,0.09
C,D,A,E,E,0.09
E,A,C,A,A,0.3
E,A,B,A,D,0.3
B,C,C,E,A,0.3
D,D,B,A,A,1
D,E,A,D,E,0.09
E,D,B,C,C,0.3
B,C,B,B,B,1
B,D,C,A,A,1
E,C,B,D,C,0.3
A,E,B,E,C,0.09
D,E,D,C,B,0.3
B,B,A,B,C,1
D,A,C,D,C,1
A,B,B,C,A,1
C,D,D,B,B,1
B,A,E,C,D,0.3
A,B,A,D,D,1
D,E,D,A,E,0.09
E,A,D,D,A,0.3
D,A,A,C,A,1
B,B,C,A,D,1
E,E,D,B,B,0.09
A,D,D,E,D,0.3
B,B,E,C,D,0.3
C,B,B,B,B,1
C,C,B,E,B,0.3
D,E,C,D,A,0.3
B,B,E,B,E,0.09
E,B,D,D,D,0.3
E,D,C,D,A,0.3
B,B,C,C,C,1
C,D,E,C,A,0.3
C,E,E,C,B,0.09
A,E,A,D,A,0.3
E,D,C,C,E,0.09
D,E,E,C,B,0.09
E,C,C,B,B,0.3
D,C,A,C,A,1
E,E,D,C,D,0.09
E,D,E,B,C,0.09
C,C,A,D,E,0.3
C,A,E,D,E,0.09
A,E,C,E,A,0.09
E,E,C,E,E,0.0081
C,C,A,A,D,1
E,A,E,B,B,0.09
D,A,B,B,C,1
A,D,A,A,C,1
C,E,C,C,C,0.3
C,B,A,C,A,1
E,B,B,A,C,0.3
A,E,C,B,A,0.3
C,B,D,D,E,0.3
D,A,B,D,D,1
B,A,C,C,B,1
E,B,B,C,D,0.3
C,C,E,B,C,0.3
B,A,D,A,D,1
B,B,B,D,C,1
A,C,D,E,E,0.09
C,C,B,D,D,1
C,D,B,C,D,1
E,C,B,D,A,0.3
B,A,B,B,E,0.3
E,B,B,C,A,0.3
D,B,B,E,C,0.3
D,E,E,B,B,0.09
E,E,E,B,C,0.027
C,B,D,C,D,1
A,E,B,B,D,0.3
A,C,C,B,E,0.3
